status,src_field,src_type,bcv_field,bcv_type,size,usage:ETL,usage:SOS,usage:Insights,usage:Arena,usage:LQS,usage:CP,usage:AF,usage:Others,recommended_action
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_max_num_ads,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_max_num_ads,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_max_duration,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_max_duration,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__time_based_freq_cap,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__time_based_freq_cap,array(array(integer)),0.03,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__no_creative,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__no_creative,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__companion_check_failed,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__companion_check_failed,array(array(integer)),0.03,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__pod_position_targeting_check_failed,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__pod_position_targeting_check_failed,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_exclusivity_check_failed,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_exclusivity_check_failed,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_sponsorship_check_failed,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_sponsorship_check_failed,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_filled_by_multi_ad,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_filled_by_multi_ad,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__output_fallback_ad_number,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__output_fallback_ad_number,array(array(integer)),0.03,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_not_found,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_not_found,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__do_not_repeat,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__do_not_repeat,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__unmapped,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__unmapped,array(array(integer)),0.03,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__undefined,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__undefined,array(array(integer)),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__network_id,array(array(bigint)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__network_id,array(array(bigint)),0.05,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__demand_type,array(array(integer)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__demand_type,array(array(integer)),0.04,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__order_id,array(array(bigint)),execution_networks__network_selection_info__candidate_ad_funnel_metrics__order_id,array(array(bigint)),0.04,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__listing_ids,array(array(array(bigint))),execution_networks__network_selection_info__candidate_ad_funnel_metrics__listing_ids,array(array(array(bigint))),0.03,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics,array(array(array(varchar))),execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics,array(array(array(varchar))),,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__phase,array(array(array(bigint))),execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__phase,array(array(array(bigint))),0.07,,,,,,,,,
MATCHED,execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__name,array(array(array(varchar))),execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__name,array(array(array(varchar))),0.08,,,,,,,,,
MATCHED - TYPE DIFF,execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__value,array(array(array(bigint))),execution_networks__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__value,array(array(array(integer))),0.11,,,,,,,,,
DIFF,execution_networks__inventory_distribution_contexts,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__inventory_distribution_contexts__carriage_inventory_owner_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__inventory_distribution_contexts__carriage_listing_split_unit_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,execution_networks__mapped_asset_ids,array(array(bigint)),execution_networks__mapped_asset_ids,array(array(bigint)),,,,,,,,,,
MATCHED,execution_networks__mapped_site_section_ids,array(array(bigint)),execution_networks__mapped_site_section_ids,array(array(bigint)),,,,,,,,,,
DIFF,execution_networks__selected_yo_volume_cap_ids,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__selected_yo_distribution_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__selected_yo_distribution_nip_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__selected_yo_inventory_prioritization_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__selected_yo_inventory_prioritization_nip_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__selected_yo_margin_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_segment_max_cpm,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos__audience_partner_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos__max_cpm,array(array(double)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos__matched_segments,array(array(array(varchar))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos__matched_segments__id,array(array(array(integer))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos__matched_segments__cpm,array(array(array(double))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__audience_partner_segment_infos__matched_segments__flags,array(array(array(bigint))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__supply_priority,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__acquired_supply_type,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__geo_visibility,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__geo_visibility__targetable,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__geo_visibility__report_aggregate,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,execution_networks__geo_visibility__report_event,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,execution_networks__geo_country_visibility,array(varchar),execution_networks__geo_country_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_country_visibility__targetable,array(varchar),execution_networks__geo_country_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_country_visibility__report_aggregate,array(varchar),execution_networks__geo_country_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_country_visibility__report_event,array(varchar),execution_networks__geo_country_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_state_visibility,array(varchar),execution_networks__geo_state_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_state_visibility__targetable,array(varchar),execution_networks__geo_state_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_state_visibility__report_aggregate,array(varchar),execution_networks__geo_state_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_state_visibility__report_event,array(varchar),execution_networks__geo_state_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_city_visibility,array(varchar),execution_networks__geo_city_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_city_visibility__targetable,array(varchar),execution_networks__geo_city_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_city_visibility__report_aggregate,array(varchar),execution_networks__geo_city_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_city_visibility__report_event,array(varchar),execution_networks__geo_city_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_zip_code_visibility,array(varchar),execution_networks__geo_zip_code_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_zip_code_visibility__targetable,array(varchar),execution_networks__geo_zip_code_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_zip_code_visibility__report_aggregate,array(varchar),execution_networks__geo_zip_code_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_zip_code_visibility__report_event,array(varchar),execution_networks__geo_zip_code_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_dma_visibility,array(varchar),execution_networks__geo_dma_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_dma_visibility__targetable,array(varchar),execution_networks__geo_dma_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_dma_visibility__report_aggregate,array(varchar),execution_networks__geo_dma_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__geo_dma_visibility__report_event,array(varchar),execution_networks__geo_dma_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__user_agent_visibility,array(varchar),execution_networks__user_agent_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__user_agent_visibility__targetable,array(varchar),execution_networks__user_agent_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__user_agent_visibility__report_aggregate,array(varchar),execution_networks__user_agent_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__user_agent_visibility__report_event,array(varchar),execution_networks__user_agent_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_visibility,array(varchar),execution_networks__standard_endpoint_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_visibility__targetable,array(varchar),execution_networks__standard_endpoint_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_visibility__report_aggregate,array(varchar),execution_networks__standard_endpoint_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_visibility__report_event,array(varchar),execution_networks__standard_endpoint_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_owner_visibility,array(varchar),execution_networks__standard_endpoint_owner_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_owner_visibility__targetable,array(varchar),execution_networks__standard_endpoint_owner_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_owner_visibility__report_aggregate,array(varchar),execution_networks__standard_endpoint_owner_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,execution_networks__standard_endpoint_owner_visibility__report_event,array(varchar),execution_networks__standard_endpoint_owner_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,execution_networks__visitor_custom_id_visibility,array(varchar),execution_networks__visitor_custom_id_visibility,array(varchar),,,,,,,,,,
MATCHED,execution_networks__visitor_custom_id_visibility__targetable,array(varchar),execution_networks__visitor_custom_id_visibility__targetable,array(varchar),,,,,,,,,,
